央视频道,#genre#
广东珠江,http://[2409:8087:7001:20:1000::96]:6610/000000001000/1000000004000011655/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3&HlsProfileId=
广东珠江,http://113.101.119.52:808/hls/105/index.m3u8
广东珠江,http://14.126.29.160:7777/udp/239.77.0.1:5146
广东珠江,http://ddns.cyruslee.top:8888/udp/239.77.0.1:5146
广东珠江,http://ddns.cyruslee.top:8888/udp/239.77.0.114:5146
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8
广东综艺,https://php.17186.eu.org/gdtv/web/jilupian.m3u8
深圳财经,http://gmxw.7766.org:808/hls/151/index.m3u8
深圳电视剧,http://gmxw.7766.org:808/hls/141/index.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
深圳公共,http://gmxw.7766.org:808/hls/156/index.m3u8
深圳少儿,http://gmxw.7766.org:808/hls/157/index.m3u8
深圳体育,http://gmxw.7766.org:808/hls/158/index.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
深圳娱乐,http://gmxw.7766.org:808/hls/155/index.m3u8
深圳众创TV,https://lglivepull.sznews.com/live/2645.m3u8
广东卫视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.2:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.19:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.152:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.84:5146
广东卫视超清(1920x1080),http://125.92.112.115:6668/rtp/239.77.0.166:5146
广东珠江(1024x576),http://14.126.29.160:7777/rtp/239.77.0.3:5146
广东珠江(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.1:5146
广东珠江超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.114:5146
广东新闻(1024x576),http://14.126.29.160:7777/rtp/239.77.0.4:5146
广东新闻(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.173:5146
广东民生(1024x576),http://14.126.29.160:7777/rtp/239.77.0.5:5146
广东民生(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.225:5146
广东体育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.6:5146
广东体育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.112:5146
广东体育超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.168:5146
经济科教(1024x576),http://14.126.29.160:7777/rtp/239.77.0.8:5146
经济科教(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.85:5146
经济科教超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.167:5146
大湾区卫视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.9:5146
大湾区卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.215:5146
广东影视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.11:5146
广东影视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.217:5146
广东少儿(1024x576),http://14.126.29.160:7777/rtp/239.77.0.12:5146
广东少儿(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.250:5146
嘉佳卡通(1024x576),http://14.126.29.160:7777/rtp/239.77.0.13:5146
嘉佳卡通(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.179:5146
南方购物(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.19:5146
南方购物(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.22:5146
岭南戏曲(1024x576),http://14.126.29.160:7777/rtp/239.77.0.16:5146
岭南戏曲(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.122:5146
广东房产(1024x576),http://14.126.29.160:7777/rtp/239.77.0.14:5146
现代教育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.18:5146
现代教育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.213:5146
广东移动(1024x576),http://14.126.29.160:7777/rtp/239.77.0.20:5146
广东4K超高清(3840x2160),http://14.126.29.160:7777/rtp/239.77.1.237:5146
广东4K超高清(3840x2160),http://14.126.29.160:7777/rtp/239.77.0.244:5146
广东4K超高清(3840x2160),http://125.92.112.115:6668/rtp/239.77.0.245:5146
广东4K超高清(3840x2160),http://14.126.29.160:7777/rtp/239.77.0.252:5146
广州综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.71:5146
广州新闻(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.72:5146
广州影视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.73:5146
广州法治(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.74:5146
南国都市,http://14.126.29.160:7777/rtp/239.253.43.99:5146
深圳卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.3:5146
深圳卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.148:5146
深圳卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.92:5146
深圳卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.130:5146
深圳都市频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.176:5146
深圳都市频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.124:5146
深圳电视剧频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.177:5146
深圳电视剧频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.125:5146
深圳财经生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.242:5146
深圳娱乐频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.243:5146
深圳体育健康(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.128:5146
深圳体育健康(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.140:5146
深圳少儿频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.244:5146
深圳公共频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.178:5146
深圳公共频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.126:5146
深圳宝安频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.67:5146
深圳宝安第一课(1024x576),http://14.126.29.160:7777/rtp/239.77.1.225:5146
深圳龙岗频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.223:5146
深圳众创TV(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.247:5146
深圳宜和购物(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.87:5146
韶关新闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.117:5146
湛江新闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.141:5146
湛江公共(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.140:5146
揭阳综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.229:5146
揭阳生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.251:5146
汕尾新闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.25:5146
汕尾文化生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.187:5146
江门综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.201:5146
江门侨乡生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.202:5146
惠州-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.232:5146
惠州V-2(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.233:5146
珠海-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.155:5146
珠海-2(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.154:5146
肇庆综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.1:5146
肇庆生活服务(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.2:5146
河源综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.213:5146
河源公共(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.214:5146
清远新闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.33:5146
清远文旅生活(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.34:5146
云浮综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.253:5146
云浮文旅(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.254:5146
茂名综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.206:5146
茂名公共(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.207:5146
汕头综合(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.130:5146
汕头综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.45:5146
汕头经济生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.131:5146
汕头经济生活(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.46:5146
汕头文旅体育(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.132:5146
汕头文旅体育(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.47:5146
佛山公共(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.53:5146
佛山南海(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.54:5146
佛山顺德(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.55:5146
佛山影视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.56:5146
佛山综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.57:5146
东莞新闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.104:5146
东莞生活资讯(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.105:5146
中山综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.62:5146
香山文化(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.63:5146
潮州综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.70:5146
潮州民生(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.75:5146
徐闻综合(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.112:5146
梅州-1(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.123:5146
客家生活(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.124:5146
CCTV-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.241:5146
CCTV-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.17:5146
CCTV-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.144:5146
CCTV-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.86:5146
CCTV-1超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.129:5146
CCTV-2(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.158:5146
CCTV-2(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.17:5146
CCTV,http://14.126.29.160:7777/rtp/239.77.0.137:5146
CCTV-3综艺(1024x576),http://14.126.29.160:7777/rtp/239.77.0.32:5146
CCTV-3(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.169:5146
CCTV-3超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.175:5146
CCTV-4(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.163:5146
CCTV-4(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.166:5146
CCTV-4(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.78:5146
CCTV-4美洲(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.121:5146
CCTV-4欧洲(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.120:5146
CCTV-5体育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.34:5146
CCTV-5(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.170:5146
CCTV-5超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.177:5146
CCTV-5+(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.87:5146
CCTV-5+(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.31:5146
CCTV-6电影(1024x576),http://14.126.29.160:7777/rtp/239.77.0.35:5146
CCTV-6(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.171:5146
CCTV-6超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.178:5146
CCTV-7(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.159:5146
CCTV-7(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.167:5146
CCTV,http://14.126.29.160:7777/rtp/239.77.0.138:5146
CCTV-8电视剧(1024x576),http://14.126.29.160:7777/rtp/239.77.0.37:5146
CCTV-8(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.172:5146
CCTV-8超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.181:5146
CCTV-9(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.160:5146
CCTV-9(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.168:5146
CCTV-9(1920x1080)测试,http://14.126.29.160:7777/rtp/239.77.0.135:5146
CCTV-10(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.113:5146
CCTV-10(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.169:5146
CCTV-10科教(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.134:5146
CCTV-11(785x576),http://14.126.29.160:7777/rtp/239.77.1.42:5146
CCTV-11(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.238:5146
CCTV-12(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.109:5146
CCTV-12(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.170:5146
CCTV-12(1920x1080)测试,http://14.126.29.160:7777/rtp/239.77.0.136:5146
CCTV-13(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.188:5146
CCTV-13(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.196:5146
CCTV-14(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.161:5146
CCTV-14(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.171:5146
CCTV-14(1920x1080)测试,http://14.126.29.160:7777/rtp/239.77.0.133:5146
CCTV-15(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.239:5146
CCTV-16(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.165:5146
CCTV-16(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.76:5146
CCTV-16,http://14.126.29.160:7777/rtp/239.77.1.98:5146
CCTV-17(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.121:5146
CCTV-17农业(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.198:5146
CCTV-4K(3840x2160),http://14.126.29.160:7777/rtp/239.77.0.194:5146
CCTV-4K(3840x2160)50p,http://14.126.29.160:7777/rtp/239.77.0.174:5146
CCTV-4K(3840x2160),http://14.126.29.160:7777/rtp/239.77.1.180:5146
CCTV-8K,http://14.126.29.160:7777/rtp/239.253.43.106:5146
CGTN英语(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.199:5146
CGTN纪录(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.122:5146
CGTN西班牙语(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.221:5146
CGTN法语(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.228:5146
CGTN阿拉伯语(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.200:5146
CGTN俄语(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.201:5146
湖南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.5:5146
湖南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.129:5146
湖南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.88:5146
湖南卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.127:5146
浙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.33:5146
浙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.150:5146
浙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.89:5146
浙江卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.125:5146
江苏卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.18:5146
江苏卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.149:5146
江苏卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.90:5146
江苏卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.126:5146
东方卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.218:5146
东方卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.156:5146
东方卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.98:5146
安徽卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.92:5146
安徽卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.157:5146
安徽卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.183:5146
北京卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.4:5146
北京卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.151:5146
北京卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.91:5146
天津卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.141:5146
天津卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.182:5146
天津卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.97:5146
天津卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.131:5146
山东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.142:5146
山东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.153:5146
山东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.94:5146
山东卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.132:5146
江西卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.219:5146
江西卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.149:5146
湖北卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.93:5146
湖北卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.174:5146
湖北卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.95:5146
湖北卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.128:5146
辽宁卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.103:5146
辽宁卫视,http://14.126.29.160:7777/rtp/239.77.0.123:5146
辽宁卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.161:5146
黑龙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.6:5146
黑龙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.179:5146
黑龙江卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.93:5146
黑龙江卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.124:5146
贵州卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.221:5146
贵州卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.230:5146
四川卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.215:5146
四川卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.159:5146
四川卫视超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.163:5146
河南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.229:5146
河南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.17:5146
云南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.37:5146
云南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.100:5146
重庆卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.162:5146
重庆卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.182:5146
河北卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.214:5146
河北卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.148:5146
东南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.104:5146
福建东南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.146:5146
广西卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.36:5146
广西卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.139:5146
吉林卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.111:5146
吉林卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.150:5146
青海卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.125:5146
海南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.35:5146
海南卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.101:5146
甘肃卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.189:5146
三沙卫视(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.113:5146
吉林延边卫视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.10:5146
兵器科技(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.18:5146
兵器科技(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.9:5146
电视指南(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.19:5146
电视指南(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.10:5146
风云足球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.20:5146
风云足球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.14:5146
央视台球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.21:5146
央视台球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.11:5146
高尔夫网球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.22:5146
高尔夫网球(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.12:5146
女性时尚(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.23:5146
女性时尚(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.8:5146
世界地理(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.24:5146
世界地理(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.7:5146
怀旧剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.25:5146
怀旧剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.5:5146
风云剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.26:5146
风云剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.16:5146
央视文化精品(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.27:5146
央视文化精品(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.13:5146
第一剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.28:5146
第一剧场(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.15:5146
风云音乐(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.29:5146
风云音乐(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.6:5146
老故事(1024x576),http://14.126.29.160:7777/rtp/239.77.0.220:5146
CHC高清电影(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.27:5146
金鹰卡通(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.164:5146
哈哈炫动(1024x576),http://14.126.29.160:7777/rtp/239.77.0.81:5146
优漫卡通(1024x576),http://14.126.29.160:7777/rtp/239.77.0.222:5146
CETV-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.222:5146
中国教育-1(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.200:5146
CETV-2(1024x576),http://14.126.29.160:7777/rtp/239.77.1.69:5146
CETV-4(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.200:5146
CETV-4(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.40:5146
CETV-4(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.114:5146
早期教育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.180:5146
山东教育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.83:5146
中国交通(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.249:5146
茶频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.15:5146
茶频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.207:5146
快乐垂钓(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.145:5146
快乐垂钓(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.119:5146
金鹰纪实(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.217:5146
金鹰纪实(1920x1080)测试,http://14.126.29.160:7777/rtp/239.77.0.160:5146
金鹰纪实超清(1920x1080)测试,http://14.126.29.160:7777/rtp/239.77.0.162:5146
上海纪实(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.216:5146
上海纪实(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.147:5146
求索纪录(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.21:5146
求索生活(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.153:5146
梨园频道(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.100:5146
武术世界(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.108:5146
文物宝库(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.120:5146
国学频道(1024x576),http://14.126.29.160:7777/rtp/239.77.0.226:5146
天元围棋(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.98:5146
爱体育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.176:5146
爱体育(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.116:5146
百事通(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.119:5146
百事通(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.118:5146
百事通(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.117:5146
百事通(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.116:5146
百事通(1920x1080),http://14.126.29.160:7777/rtp/239.253.43.115:5146
吉林频道,#genre#
吉林卫视,http://119.54.4.205:9999/hls/18/index.m3u8
吉林都视,http://119.54.4.205:9999/hls/19/index.m3u8
吉林生活,http://119.54.4.205:9999/hls/20/index.m3u8
吉林影视,http://119.54.4.205:9999/hls/21/index.m3u8
吉林乡村,http://119.54.4.205:9999/hls/22/index.m3u8
吉林公共,http://119.54.4.205:9999/hls/23/index.m3u8
吉林综艺,http://119.54.4.205:9999/hls/24/index.m3u8
东北戏曲,http://119.54.4.205:9999/hls/25/index.m3u8
延边卫视,http://119.54.4.205:9999/hls/26/index.m3u8
吉林教育,http://119.54.4.205:9999/hls/27/index.m3u8
长影频道,http://119.54.4.205:9999/hls/28/index.m3u8
长春综合,http://p2hs.vzan.com/slowlive/749916310257845276/live.m3u8
长春经济,http://p2hs.vzan.com/slowlive/635033689816945130/live.m3u8
长春文旅体育,http://p2hs.vzan.com/slowlive/533793581430950563/live.m3u8
长春汽车,http://p2hs.vzan.com/slowlive/239093483006160783/live.m3u8
白城公共普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.136:5540
白城新闻·综合普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.135:5540
吉林舒兰新闻综合普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.217:5540
吉林洮南2普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.218:5540
吉林抚松普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.219:5540
吉林临江普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.220:5540
集安综合普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.145:5540
农安新闻综合普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.144:5540
通化1普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.132:5540
通化2普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.133:5540
通化3普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.134:5540
白山公共1普清,http://nas.tuyuannet.cn:8800/rtp/239.37.0.137:5540
